DE_data,fault
-0.0859495384615384,N
-0.0104307692307692,N
-0.1276726153846153,N
-0.0269113846153846,N
0.0127255384615384,N
-0.1036818461538461,N
-0.1068110769230769,N
-0.0429747692307692,N
0.008136,N
-0.0060498461538461,N
0.031500923076923,N
-0.0436006153846153,N
-0.0183581538461538,N
0.024408,N
0.0196098461538461,N
0.0483987692307692,N
-0.059664,N
0.028788923076923,N
-0.0085532307692307,N
0.0127255384615384,N
0.0961716923076923,N
-0.0133513846153846,N
-0.0705119999999999,N
0.0582036923076923,N
0.0129341538461538,N
0.1184935384615384,N
-0.0942941538461538,N
-0.1072283076923076,N
0.0529883076923076,N
-0.0289975384615384,N
0.0492332307692307,N
0.009804923076923,N
0.143736,N
0.0202356923076923,N
0.0241993846153846,N
-0.1059766153846153,N
0.1276726153846153,N
0.1512461538461538,N
-0.0463126153846153,N
-0.1266295384615384,N
0.1061852307692307,N
-0.1151556923076923,N
-0.1272553846153846,N
0.0673827692307692,N
0.0241993846153846,N
0.039636923076923,N
-0.1378947692307692,N
0.0377593846153846,N
-0.103056,N
0.0317095384615384,N
-0.0256596923076923,N
0.0550744615384615,N
0.0659224615384615,N
0.0642535384615384,N
0.0905390769230769,N
0.0187753846153846,N
0.0844892307692307,N
-0.051528,N
-0.0106393846153846,N
0.0544486153846153,N
0.0919993846153846,N
-0.010848,N
-0.0175236923076923,N
0.2180030769230769,N
-0.0239907692307692,N
0.0045895384615384,N
-0.053196923076923,N
-0.1243347692307692,N
-0.1495772307692307,N
-0.0123083076923076,N
-0.0279544615384615,N
0.131844923076923,N
-0.0262855384615384,N
0.0289975384615384,N
-0.0166892307692307,N
0.0385938461538461,N
0.1036818461538461,N
-0.1276726153846153,N
0.0029206153846153,N
0.0241993846153846,N
0.026076923076923,N
-0.131844923076923,N
0.0166892307692307,N
0.0740584615384615,N
0.0146030769230769,N
0.1276726153846153,N
-0.0615415384615384,N
-0.1095230769230769,N
0.065088,N
-0.0577864615384615,N
0.0444350769230769,N
-0.111192,N
-0.0348387692307692,N
0.0356732307692307,N
-0.0452695384615384,N
0.0440178461538461,N
-0.0175236923076923,N
0.0467298461538461,N
0.0237821538461538,N
0.0029206153846153,N
-0.0456867692307692,N
0.0698861538461538,N
0.0563261538461538,N
0.0990923076923076,N
0.0037550769230769,N
0.0181495384615384,N
-0.0755187692307692,N
-0.0083446153846153,N
0.0475643076923076,N
-0.0252424615384615,N
-0.0719723076923076,N
0.093876923076923,N
0.0448523076923077,N
0.0022947692307692,N
0.0258683076923076,N
-0.1278812307692307,N
-0.0819858461538461,N
-0.0200270769230769,N
0.05424,N
0.0625846153846153,N
0.0227390769230769,N
-0.0892873846153846,N
-0.0302492307692307,N
0.034212923076923,N
0.1339310769230769,N
-0.062376,N
-0.0262855384615384,N
0.034212923076923,N
-0.055908923076923,N
-0.009804923076923,N
-0.0615415384615384,N
0.119328,N
-0.0807341538461538,N
-0.0671741538461538,N
0.1499944615384615,N
0.0544486153846153,N
0.0187753846153846,N
0.1963070769230769,N
0.0112652307692307,N
-0.0129341538461538,N
0.0127255384615384,N
0.1059766153846153,N
0.0773963076923076,N
0.1516633846153846,N
-0.0008344615384615,N
-0.028788923076923,N
-0.0068843076923076,N
-0.0438092307692307,N
0.0688430769230769,N
-0.0143944615384615,N
-0.0006258461538461,N
-0.078648,N
-0.1093144615384615,N
-0.085740923076923,N
0.0041723076923076,N
-0.0031292307692307,N
0.061332923076923,N
0.0584123076923076,N
0.0769790769230769,N
0.0742670769230769,N
-0.0202356923076923,N
0.0554916923076923,N
-0.0114738461538461,N
0.0471470769230769,N
0.0736412307692307,N
-0.008136,N
-0.0663396923076923,N
0.1339310769230769,N
-0.0037550769230769,N
0.0584123076923076,N
-0.0817772307692307,N
0.0642535384615384,N
-0.0511107692307692,N
0.0062584615384615,N
0.0410972307692307,N
-0.016272,N
-0.0350473846153846,N
-0.0267027692307692,N
0.0302492307692307,N
-0.0275372307692307,N
-0.0317095384615384,N
0.069468923076923,N
0.0075101538461538,N
-0.0536141538461538,N
0.1224572307692307,N
-0.0673827692307692,N
-0.0300406153846153,N
0.0440178461538461,N
-0.0002086153846153,N
