DE_data,fault
0.0116853333333333,14_IR
0.1973986666666666,14_IR
0.1623426666666666,14_IR
0.005008,14_IR
0.1168533333333333,14_IR
-0.0146066666666666,14_IR
0.38186,14_IR
-0.242888,14_IR
0.0692773333333333,14_IR
-0.0705293333333333,14_IR
0.0972386666666666,14_IR
-0.058844,14_IR
0.3513946666666667,14_IR
-0.0146066666666666,14_IR
-0.0258746666666666,14_IR
0.3664186666666666,14_IR
0.016276,14_IR
0.2683453333333333,14_IR
0.0267093333333333,14_IR
-0.0909786666666666,14_IR
-0.0016693333333333,14_IR
-0.107672,14_IR
0.1915559999999999,14_IR
0.0454893333333333,14_IR
-0.1018293333333333,14_IR
-0.0434026666666666,14_IR
0.2725186666666667,14_IR
-0.2320373333333333,14_IR
0.0408986666666666,14_IR
-0.0196146666666666,14_IR
-0.0634346666666666,14_IR
-0.0922306666666666,14_IR
0.0062599999999999,14_IR
0.1268693333333333,14_IR
-0.0083466666666666,14_IR
0.0834666666666666,14_IR
0.083884,14_IR
0.2095013333333333,14_IR
0.0546706666666666,14_IR
0.232872,14_IR
0.04382,14_IR
0.440704,14_IR
0.048828,14_IR
-0.040064,14_IR
-0.0767893333333333,14_IR
0.0684426666666666,14_IR
0.015024,14_IR
-0.1573346666666666,14_IR
0.0041733333333333,14_IR
-0.0947346666666666,14_IR
0.0517493333333333,14_IR
-0.0709466666666666,14_IR
0.1669333333333333,14_IR
0.1644293333333333,14_IR
0.0296306666666666,14_IR
0.1773666666666666,14_IR
0.1644293333333333,14_IR
0.0492453333333333,14_IR
0.046324,14_IR
0.020032,14_IR
0.1110106666666666,14_IR
0.0358906666666666,14_IR
0.0421506666666666,14_IR
0.038812,14_IR
0.0905613333333333,14_IR
0.026292,14_IR
0.0943173333333333,14_IR
-0.0496626666666666,14_IR
0.0008346666666666,14_IR
-0.067608,14_IR
0.0058426666666666,14_IR
0.0638519999999999,14_IR
0.0191973333333333,14_IR
-0.072616,14_IR
-0.0396466666666666,14_IR
0.0863879999999999,14_IR
-0.0217013333333333,14_IR
0.7441053333333333,14_IR
-0.0171106666666666,14_IR
-0.010016,14_IR
-0.058844,14_IR
-0.215344,14_IR
0.1481533333333333,14_IR
-0.2107533333333333,14_IR
-0.0626,14_IR
-0.1135146666666666,14_IR
0.0317173333333333,14_IR
-0.5892746666666667,14_IR
0.0767893333333333,14_IR
0.1727759999999999,14_IR
0.1243653333333333,14_IR
0.0129373333333333,14_IR
0.105168,14_IR
0.0045906666666666,14_IR
0.0421506666666666,14_IR
-0.0939,14_IR
0.1498226666666666,14_IR
0.4402866666666666,14_IR
0.0509146666666666,14_IR
-0.0217013333333333,14_IR
0.1698546666666666,14_IR
0.3063226666666667,14_IR
0.0229533333333333,14_IR
0.0404813333333333,14_IR
0.2136746666666666,14_IR
0.023788,14_IR
-0.0605133333333333,14_IR
-0.0863879999999999,14_IR
0.179036,14_IR
0.1043333333333333,14_IR
0.105168,14_IR
0.1197746666666666,14_IR
-0.0784586666666666,14_IR
0.4878626666666666,14_IR
-0.38186,14_IR
0.0321346666666666,14_IR
0.1147666666666666,14_IR
-0.3113306666666667,14_IR
0.055088,14_IR
0.1531613333333333,14_IR
0.1285386666666666,14_IR
1.119705333333333,14_IR
0.0980733333333333,14_IR
-0.0396466666666666,14_IR
0.1890519999999999,14_IR
-0.26918,14_IR
-0.036308,14_IR
0.1681853333333333,14_IR
0.1080893333333333,14_IR
-0.5713293333333334,14_IR
0.048828,14_IR
-0.1235306666666666,14_IR
0.1423106666666666,14_IR
-0.015024,14_IR
0.1222786666666666,14_IR
0.2762746666666666,14_IR
0.3614106666666666,14_IR
-0.030048,14_IR
0.0496626666666666,14_IR
0.0041733333333333,14_IR
